barcode,name,shop,category_id,source_id,state,old_price,new_price,weight,source_url,,,image_url
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164646.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164646.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164646.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164646.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/159626.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/056534.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/703827.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164645.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164645.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164645.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164645.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164645.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164645.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/164645.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/317566.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/317566.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/317566.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/317566.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/317566.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/317566.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/702156.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/702156.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/702156.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/702156.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/702156.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/702156.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/702156.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/515547.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/515547.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/515547.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/515547.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/515547.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/515547.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780371.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780371.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780371.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780371.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780371.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780371.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780371.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780372.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780372.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780372.jpg
,,,,,,,,,,,,https://cdn0.woolworths.media/content/wowproductimages/large/780372.jpg
1.22E+12,Impossible Plant Based Beef Burger 227g,Woolworths,22155,198284,NSW,880,1100,227g,https://www.woolworths.com.au/shop/productdetails/198284/impossible-plant-based-beef-burger,,,https://cdn0.woolworths.media/content/wowproductimages/large/054899.jpg
9.30066E+12,Yogo Choc Rock Custard Dessert 100g x 12 pack,Woolworths,22159,156293,NSW,800,700,100g x 12 pack,https://www.woolworths.com.au/shop/productdetails/156293/yogo-choc-rock-custard-dessert-dessert,,,https://cdn0.woolworths.media/content/wowproductimages/large/054899.jpg
9.34096E+12,Evia Greek Pro Creamy Yoghurt Gut Health 700g,Woolworths,22161,919373,NSW,695,550,700g,https://www.woolworths.com.au/shop/productdetails/919373/evia-greek-pro-creamy-yoghurt-gut-health,,,https://cdn0.woolworths.media/content/wowproductimages/large/054899.jpg
9.32921E+12,Grinders Cafe Q Cremello Coffee Beans 1kg,Woolworths,22171,6024673,NSW,3500,5000,1kg,https://www.woolworths.com.au/shop/productdetails/6024673/grinders-cafe-q-cremello-coffee-beans,,,https://cdn0.woolworths.media/content/wowproductimages/large/054899.jpg
8.00007E+12,Lavazza Qualita Oro Coffee Beans 1kg,Woolworths,22171,74006,NSW,5000,3500,1Kg,https://www.woolworths.com.au/shop/productdetails/74006/lavazza-qualita-oro-coffee-beans,,,https://cdn0.woolworths.media/content/wowproductimages/large/054899.jpg
8.00375E+12,Illy Espresso Forte Capsules 10 pack,Woolworths,22172,55936,NSW,600,800,10 pack,https://www.woolworths.com.au/shop/productdetails/55936/illy-espresso-forte-capsules,,,https://cdn0.woolworths.media/content/wowproductimages/large/054899.jpg
8.44529E+12,Nescafe Farmers Origin Pods Mexico Espresso Coffee Capsules 10 pack,Woolworths,22172,6018775,NSW,500,760,10 pack,https://www.woolworths.com.au/shop/productdetails/6018775/nescafe-farmers-origin-pods-mexico-espresso-coffee-capsules,,,https://cdn0.woolworths.media/content/wowproductimages/large/054899.jpg
9.30061E+12,Nescafe Creamy Coconut Latte Sachets 8 pack,Woolworths,22175,6015759,NSW,800,400,8 pack,https://www.woolworths.com.au/shop/productdetails/6015759/nescafe-creamy-coconut-latte-sachets,,,https://cdn0.woolworths.media/content/wowproductimages/large/164620.jpg
9.30061E+12,Nescafe Kit Kat Mocha Sachets 8 pack,Woolworths,22175,6018774,NSW,800,400,8 pack,https://www.woolworths.com.au/shop/productdetails/6018774/nescafe-kit-kat-mocha-sachets,,,https://cdn0.woolworths.media/content/wowproductimages/large/164620.jpg
9.30061E+12,Nescafe Velvety White Choc Mocha Sachets 8 pack,Woolworths,22175,6018781,NSW,800,400,8 pack,https://www.woolworths.com.au/shop/productdetails/6018781/nescafe-velvety-white-choc-mocha-sachets,,,https://cdn0.woolworths.media/content/wowproductimages/large/164620.jpg
9.34078E+12,Lo Bros Kombucha Passionfruit 750mL,Woolworths,22177,859536,NSW,770,520,750mL,https://www.woolworths.com.au/shop/productdetails/859536/lo-bros-kombucha-passionfruit,,,https://cdn0.woolworths.media/content/wowproductimages/large/164620.jpg
9.34078E+12,Lo Bros Pineapple & Lime Kombucha 330mL,Woolworths,22177,175459,NSW,430,320,330mL,https://www.woolworths.com.au/shop/productdetails/175459/lo-bros-pineapple-lime-kombucha,,,https://cdn0.woolworths.media/content/wowproductimages/large/164620.jpg
9.34078E+12,Lo Bros Raspberry & Blackcurrant Kombucha 330mL,Woolworths,22177,230330,NSW,430,320,330mL,https://www.woolworths.com.au/shop/productdetails/230330/lo-bros-raspberry-blackcurrant-kombucha,,,https://cdn0.woolworths.media/content/wowproductimages/large/198284.jpg
9.34078E+12,Lo Bros Yuzu Lemonade Kombucha 330mL,Woolworths,22177,389571,NSW,430,320,330mL,https://www.woolworths.com.au/shop/productdetails/389571/lo-bros-yuzu-lemonade-kombucha,,,https://cdn0.woolworths.media/content/wowproductimages/large/156293.jpg
7.3585E+11,"Mrs Toddy's Tonic Ubud Jamu Turmeric, Ginger & Lemon 250mL",Woolworths,22177,159271,NSW,500,400,250mL,https://www.woolworths.com.au/shop/productdetails/159271/mrs-toddy-s-tonic-ubud-jamu-turmeric-ginger-lemon,,,https://cdn0.woolworths.media/content/wowproductimages/large/919373.jpg
9.36085E+12,Nexus Super Protein Sparkling Water Sour Razz 355mL,Woolworths,22177,67063,NSW,350,550,355mL,https://www.woolworths.com.au/shop/productdetails/67063/nexus-super-protein-sparkling-water-sour-razz,,,https://cdn0.woolworths.media/content/wowproductimages/large/6024673.jpg
9.36085E+12,Nexus Super Protein Sparkling Water Tropical Crush 355mL,Woolworths,22177,59792,NSW,350,550,355mL,https://www.woolworths.com.au/shop/productdetails/59792/nexus-super-protein-sparkling-water-tropical-crush,,,https://cdn0.woolworths.media/content/wowproductimages/large/074006.jpg
9.33299E+12,Nudie Nothing but Watermelon Crush 2L,Woolworths,22177,52838,NSW,850,750,2L,https://www.woolworths.com.au/shop/productdetails/52838/nudie-nothing-but-watermelon-crush,,,https://cdn0.woolworths.media/content/wowproductimages/large/055936.jpg
9.35027E+12,Remedy Sodaly Raspberry 330mL,Woolworths,22177,270303,NSW,400,290,330mL,https://www.woolworths.com.au/shop/productdetails/270303/remedy-sodaly-raspberry,,,https://cdn0.woolworths.media/content/wowproductimages/large/6018775.jpg
9.35027E+12,Remedy Sodaly Yuzu Lemon 330mL,Woolworths,22177,972722,NSW,400,290,330mL,https://www.woolworths.com.au/shop/productdetails/972722/remedy-sodaly-yuzu-lemon,,,https://cdn0.woolworths.media/content/wowproductimages/large/6015759.jpg
93562850,The Juice Lab Focus Brain Power Super Shot 60mL,Woolworths,22177,156874,NSW,350,250,60mL,https://www.woolworths.com.au/shop/productdetails/156874/the-juice-lab-focus-brain-power-super-shot,,,https://cdn0.woolworths.media/content/wowproductimages/large/6018774.jpg
93562898,The Juice Lab Wellness Digest Gut Health Super Shot 60mL,Woolworths,22177,157076,NSW,350,250,60mL,https://www.woolworths.com.au/shop/productdetails/157076/the-juice-lab-wellness-digest-gut-health-super-shot,,,https://cdn0.woolworths.media/content/wowproductimages/large/6018781.jpg
93562843,The Juice Lab Wellness Immune Vitality Super Shot 60mL,Woolworths,22177,156070,NSW,350,250,60mL,https://www.woolworths.com.au/shop/productdetails/156070/the-juice-lab-wellness-immune-vitality-super-shot,,,https://cdn0.woolworths.media/content/wowproductimages/large/859536.jpg
9.35878E+12,C4 Energy Drink Frozen Bombsicle Zero Sugar 473mL,Woolworths,22222,6008619,NSW,550,330,473mL,https://www.woolworths.com.au/shop/productdetails/6008619/c4-energy-drink-frozen-bombsicle-zero-sugar,,,https://cdn0.woolworths.media/content/wowproductimages/large/175459.jpg
9.35878E+12,C4 Energy Drink Twisted Limeade Zero Sugar 473mL,Woolworths,22222,6008618,NSW,550,330,473mL,https://www.woolworths.com.au/shop/productdetails/6008618/c4-energy-drink-twisted-limeade-zero-sugar,,,https://cdn0.woolworths.media/content/wowproductimages/large/230330.jpg
9.41577E+12,V Energy Refresh Green Apple Lemonade Cans 250mL x 4 pack,Woolworths,22222,318675,NSW,1175,820,250mL x 4 pack,https://www.woolworths.com.au/shop/productdetails/318675/v-energy-refresh-green-apple-lemonade-cans,,,https://cdn0.woolworths.media/content/wowproductimages/large/389571.jpg
9.41577E+12,V Energy Refresh Pineapple & Watermelon Zero Sugar Cans 250mL x 4 pack,Woolworths,22222,227590,NSW,1175,820,250mL x 4 pack,https://www.woolworths.com.au/shop/productdetails/227590/v-energy-refresh-pineapple-watermelon-zero-sugar-cans,,,https://cdn0.woolworths.media/content/wowproductimages/large/159271.jpg
9.41577E+12,V Energy Sugar Free 250mL x 4 pack,Woolworths,22222,264490,NSW,1175,820,250mL x 4 pack,https://www.woolworths.com.au/shop/productdetails/264490/v-energy-sugar-free,,,https://cdn0.woolworths.media/content/wowproductimages/large/067063.jpg
9.41577E+12,V Energy Sugarfree Blue Guarana Energy Drink 250mL x 4 pack,Woolworths,22222,174412,NSW,1175,820,250mL x 4 pack,https://www.woolworths.com.au/shop/productdetails/174412/v-energy-sugarfree-blue-guarana-energy-drink,,,https://cdn0.woolworths.media/content/wowproductimages/large/059792.jpg
9.41577E+12,V Original Guarana Energy Drink 250mL x 4 pack,Woolworths,22222,132815,NSW,1175,820,250mL x 4 pack,https://www.woolworths.com.au/shop/productdetails/132815/v-original-guarana-energy-drink,,,https://cdn0.woolworths.media/content/wowproductimages/large/052838.jpg
9.41577E+12,V Refresh Blackcurrant & Yuzu Energy Drink 250mL x 4 pack,Woolworths,22222,909063,NSW,1175,820,250mL x 4 pack,https://www.woolworths.com.au/shop/productdetails/909063/v-refresh-blackcurrant-yuzu-energy-drink,,,https://cdn0.woolworths.media/content/wowproductimages/large/270303.jpg
9.31137E+12,Nature's Cuppa Organic Spice Chai Tea Bags 50 pack,Woolworths,22228,308641,NSW,850,680,50 pack,https://www.woolworths.com.au/shop/productdetails/308641/nature-s-cuppa-organic-spice-chai-tea-bags,,,https://cdn0.woolworths.media/content/wowproductimages/large/972722.jpg
9.31017E+12,McCain Hash Browns Shredded 750g,Woolworths,22284,98299,NSW,400,580,750g,https://www.woolworths.com.au/shop/productdetails/98299/mccain-hash-browns-shredded,,,https://cdn0.woolworths.media/content/wowproductimages/large/156874.jpg
9.31101E+12,Patties Party Pies Frozen 12 pack,Woolworths,22300,77888,NSW,970,770,12 pack,https://www.woolworths.com.au/shop/productdetails/77888/patties-party-pies-frozen,,,https://cdn0.woolworths.media/content/wowproductimages/large/157076.jpg
9.35634E+12,Ruffie Rustic Foods Chicken Pad Thai With Rice Noodles Bowl 350g,Woolworths,22300,578901,NSW,650,790,350g,https://www.woolworths.com.au/shop/productdetails/578901/ruffie-rustic-foods-chicken-pad-thai-with-rice-noodles-bowl,,,https://cdn0.woolworths.media/content/wowproductimages/large/156070.jpg
9.35634E+12,Ruffie Rustic Foods Mexican Burrito Bowl With & Pea Guacamole 350g,Woolworths,22300,590007,NSW,650,790,350g,https://www.woolworths.com.au/shop/productdetails/590007/ruffie-rustic-foods-mexican-burrito-bowl-with-pea-guacamole,,,https://cdn0.woolworths.media/content/wowproductimages/large/6008619.jpg
9.31165E+12,Borg's Pastizzis Triangles Spinach & Ricotta 360g,Woolworths,22312,177218,NSW,400,350,360g,https://www.woolworths.com.au/shop/productdetails/177218/borg-s-pastizzis-triangles-spinach-ricotta,,,https://cdn0.woolworths.media/content/wowproductimages/large/6008618.jpg
9.31008E+12,Chiko Original Rolls 4 pack,Woolworths,22312,59793,NSW,750,560,4 pack,https://www.woolworths.com.au/shop/productdetails/59793/chiko-original-rolls,,,https://cdn0.woolworths.media/content/wowproductimages/large/318675.jpg
9.31017E+12,McCain Pub Style Onion Rings 500g,Woolworths,22332,741,NSW,460,460,500g,https://www.woolworths.com.au/shop/productdetails/741/mccain-pub-style-onion-rings,,,https://cdn0.woolworths.media/content/wowproductimages/large/227590.jpg
9.34704E+12,Connoisseur Cafe Grande Ice Creams 4 pack,Woolworths,22339,387403,NSW,1200,850,4 pack,https://www.woolworths.com.au/shop/productdetails/387403/connoisseur-cafe-grande-ice-creams,,,https://cdn0.woolworths.media/content/wowproductimages/large/264490.jpg
9.31016E+12,"Reese's Nutrageous Peanut Butter, Peanuts, Chocolate & Caramel 1L",Woolworths,22340,218387,NSW,1000,850,1L,https://www.woolworths.com.au/shop/productdetails/218387/reese-s-nutrageous-peanut-butter-peanuts-chocolate-caramel,,,https://cdn0.woolworths.media/content/wowproductimages/large/174412.jpg
2.62866E+11,Apple SnapDragon each,Woolworths,22353,314347,NSW,86,103,each,https://www.woolworths.com.au/shop/productdetails/314347/apple-snapdragon,,,https://cdn0.woolworths.media/content/wowproductimages/large/132815.jpg
9.30063E+12,The Odd Bunch Pear Prepacked 1kg,Woolworths,22353,800774,NSW,280,280,1Kg,https://www.woolworths.com.au/shop/productdetails/800774/the-odd-bunch-pear-prepacked,,,https://cdn0.woolworths.media/content/wowproductimages/large/909063.jpg
9.30063E+12,Woolworths Fresh Food Kids Mini Pears 5 pack,Woolworths,22353,588302,NSW,350,350,5 pack,https://www.woolworths.com.au/shop/productdetails/588302/woolworths-fresh-food-kids-mini-pears,,,https://cdn0.woolworths.media/content/wowproductimages/large/000741.jpg
9.30063E+12,Woolworths Packham Pear Punnet 1kg,Woolworths,22353,310965,NSW,350,490,1kg,https://www.woolworths.com.au/shop/productdetails/310965/woolworths-packham-pear-punnet,,,https://cdn0.woolworths.media/content/wowproductimages/large/800774.jpg
93552905,Birch & Waite Belgian Chocolate Dessert Sauce 130g,Woolworths,22355,669459,NSW,330,330,130g,https://www.woolworths.com.au/shop/productdetails/669459/birch-waite-belgian-chocolate-dessert-sauce,,,https://cdn0.woolworths.media/content/wowproductimages/large/310965.jpg
9.33969E+12,Cara Cara Oranges Bag 1kg,Woolworths,22356,767560,NSW,390,390,1kg,https://www.woolworths.com.au/shop/productdetails/767560/cara-cara-oranges-bag,,,https://cdn0.woolworths.media/content/wowproductimages/large/668580.jpg
9.33969E+12,Orange Navel 5 pack,Woolworths,22356,751431,NSW,490,490,5 pack,https://www.woolworths.com.au/shop/productdetails/751431/orange-navel,,,https://cdn0.woolworths.media/content/wowproductimages/large/669459.jpg
9.30063E+12,The Odd Bunch Mandarin Prepacked 1kg,Woolworths,22356,845671,NSW,240,240,1Kg,https://www.woolworths.com.au/shop/productdetails/845671/the-odd-bunch-mandarin-prepacked,,,https://cdn0.woolworths.media/content/wowproductimages/large/669459.jpg
9.30063E+12,Woolworths Navel Oranges Bag 3kg,Woolworths,22356,254080,NSW,890,590,3kg,https://www.woolworths.com.au/shop/productdetails/254080/woolworths-navel-oranges-bag,,,https://cdn0.woolworths.media/content/wowproductimages/large/767560.jpg
9.33969E+12,Woolworths Fresh Pineapple Tub 200g,Woolworths,22357,73195,NSW,450,450,200g,https://www.woolworths.com.au/shop/productdetails/73195/woolworths-fresh-pineapple-tub,,,https://cdn0.woolworths.media/content/wowproductimages/large/254080.jpg
9.33969E+12,Woolworths Fresh Rockmelon Tub 200g,Woolworths,22357,73197,NSW,450,450,200g,https://www.woolworths.com.au/shop/productdetails/73197/woolworths-fresh-rockmelon-tub,,,https://cdn0.woolworths.media/content/wowproductimages/large/649090.jpg
9.33969E+12,Woolworths Fruit Duo Tub 200g,Woolworths,22357,70435,NSW,450,450,200g,https://www.woolworths.com.au/shop/productdetails/70435/woolworths-fruit-duo-tub-fresh-cut,,,https://cdn0.woolworths.media/content/wowproductimages/large/649090.jpg
9.30063E+12,Woolworths Fruit Mix Platter 400g,Woolworths,22357,515705,NSW,650,650,400g,https://www.woolworths.com.au/shop/productdetails/515705/woolworths-fruit-mix-platter,,,https://cdn0.woolworths.media/content/wowproductimages/large/649090.jpg
9.33969E+12,Woolworths Seasonal Fruit Salad Tub 200g,Woolworths,22357,73192,NSW,450,450,200g,https://www.woolworths.com.au/shop/productdetails/73192/woolworths-seasonal-fruit-salad-tub-salad,,,https://cdn0.woolworths.media/content/wowproductimages/large/073195.jpg
9.33969E+12,Woolworths Seasonal Fruit Salad Tub 200g,Woolworths,22357,73192,ACT,,450,200g,https://www.woolworths.com.au/shop/productdetails/73192/woolworths-seasonal-fruit-salad-tub-salad,,,https://cdn0.woolworths.media/content/wowproductimages/large/073195.jpg
9.33969E+12,Woolworths Seasonal Melon Mix Tub 200g,Woolworths,22357,73194,NSW,450,450,200g,https://www.woolworths.com.au/shop/productdetails/73194/woolworths-seasonal-melon-mix-tub,,,https://cdn0.woolworths.media/content/wowproductimages/large/073197.jpg
2.6646E+11,Kiwi Fruit Green each,Woolworths,22362,139238,NSW,95,90,each,https://www.woolworths.com.au/shop/productdetails/139238/kiwi-fruit-green,,,https://cdn0.woolworths.media/content/wowproductimages/large/515705.jpg
9.30063E+12,Woolworths Kiwifruit Green Kids 5 pack,Woolworths,22362,648994,NSW,350,350,5 pack,https://www.woolworths.com.au/shop/productdetails/648994/woolworths-kiwifruit-green-kids,,,https://cdn0.woolworths.media/content/wowproductimages/large/880303.jpg
2.63279E+11,Zespri SunGold Kiwifruit each,Woolworths,22362,267084,NSW,147,147,each,https://www.woolworths.com.au/shop/productdetails/267084/woolworths-sungold-kiwifruit-gold,,,https://cdn0.woolworths.media/content/wowproductimages/large/139238.jpg
9.30063E+12,Golden Palm Medjool Dates Punnet 225g,Woolworths,22364,774692,NSW,950,900,225g,https://www.woolworths.com.au/shop/productdetails/774692/golden-palm-medjool-dates-punnet,,,https://cdn0.woolworths.media/content/wowproductimages/large/786152.jpg
9.30063E+12,Golden Palm Medjool Dates Roll With Coconut Punnet 225g,Woolworths,22364,774699,NSW,950,900,225g,https://www.woolworths.com.au/shop/productdetails/774699/golden-palm-medjool-dates-roll-with-coconut-punnet,,,https://cdn0.woolworths.media/content/wowproductimages/large/786152.jpg
2.64089E+11,Fresh Radish Bunch each,Woolworths,22383,147319,NSW,390,390,each,https://www.woolworths.com.au/shop/productdetails/147319/fresh-radish-bunch,,,https://cdn0.woolworths.media/content/wowproductimages/large/621085.jpg
9.34248E+12,Go2 Dentagenie Double Floss Picks 36 pack,Woolworths,23817,197100,NSW,550,330,36 pack,https://www.woolworths.com.au/shop/productdetails/197100/go2-dentagenie-double-floss-picks,,,https://cdn0.woolworths.media/content/wowproductimages/large/800774.jpg
9.34248E+12,Go2 Dentagenie Smooth Gentle Floss Tape 36 pack,Woolworths,23817,198265,NSW,550,330,36 pack,https://www.woolworths.com.au/shop/productdetails/198265/go2-dentagenie-smooth-gentle-floss-tape,,,
9.34248E+12,Go2 Dentagenie Tongue Cleaner 20 pack,Woolworths,23817,197371,NSW,550,330,20 pack,https://www.woolworths.com.au/shop/productdetails/197371/go2-dentagenie-tongue-cleaner,,,https://cdn0.woolworths.media/content/wowproductimages/large/800774.jpg
9.33663E+12,Piksters SupaGRIP Twin Floss Picks Watermelon Flavour 20 pack,Woolworths,23817,6008865,NSW,325,195,20 pack,https://www.woolworths.com.au/shop/productdetails/6008865/piksters-supagrip-twin-floss-picks-watermelon-flavour,,,https://cdn0.woolworths.media/content/wowproductimages/large/800774.jpg
9.309E+12,TouchBio Iron Ferritin Rapid Test 2 pack,Woolworths,22416,534748,NSW,1300,2600,2 pack,https://www.woolworths.com.au/shop/productdetails/534748/touchbio-iron-ferritin-rapid-test,,,https://cdn0.woolworths.media/content/wowproductimages/large/800774.jpg
9.40312E+12,Airborne Manuka & Lemon Lozenges 16 pack,Woolworths,22417,756238,NSW,800,1200,16 pack,https://www.woolworths.com.au/shop/productdetails/756238/airborne-manuka-lemon-lozenges,,,https://cdn0.woolworths.media/content/wowproductimages/large/800774.jpg
4.0576E+12,Claratyne Children's Hayfever Allergy Relief Antihistamine Tablets 10 pack,Woolworths,22417,681628,NSW,1350,1490,10 pack,https://www.woolworths.com.au/shop/productdetails/681628/claratyne-children-s-hayfever-allergy-relief-antihistamine-tablets,,,https://cdn0.woolworths.media/content/wowproductimages/large/588302.jpg
9.30061E+12,Codral Cold & Cough Pelargonium Root Oral Liquid 100mL,Woolworths,22417,6013120,NSW,1290,1600,100mL,https://www.woolworths.com.au/shop/productdetails/6013120/codral-cold-cough-pelargonium-root-oral-liquid,,,https://cdn0.woolworths.media/content/wowproductimages/large/588302.jpg
9.33153E+12,Comvita Natural Olive Leaf Extract 500ml,Woolworths,22417,779370,NSW,3000,1500,500mL,https://www.woolworths.com.au/shop/productdetails/779370/comvita-natural-olive-leaf-extract,,,https://cdn0.woolworths.media/content/wowproductimages/large/588302.jpg
9.4005E+12,Comvita Olive Leaf Extract High Strength Capsules 60 pack,Woolworths,22417,476961,NSW,2300,1150,60 pack,https://www.woolworths.com.au/shop/productdetails/476961/comvita-olive-leaf-extract-high-strength-capsules,,,https://cdn0.woolworths.media/content/wowproductimages/large/588302.jpg
9.31406E+12,Demazin Hayfever Allergy Relief Tablets 10 pack,Woolworths,22417,918902,NSW,1000,700,10 pack,https://www.woolworths.com.au/shop/productdetails/918902/demazin-hayfever-allergy-relief-tablets,,,https://cdn0.woolworths.media/content/wowproductimages/large/588302.jpg
9.31406E+12,Difflam Soothing Cough Sore Throat & Blocked Nose Lozenges 16 pack,Woolworths,22417,6008830,NSW,595,850,16 pack,https://www.woolworths.com.au/shop/productdetails/6008830/difflam-soothing-cough-sore-throat-blocked-nose-lozenges,,,https://cdn0.woolworths.media/content/wowproductimages/large/588302.jpg
9.31406E+12,Duro-Tuss Relief+ Dry Cough Liquid Honey 200mL,Woolworths,22417,6008643,NSW,1260,1800,200mL,https://www.woolworths.com.au/shop/productdetails/6008643/duro-tuss-relief-dry-cough-liquid-honey,,,https://cdn0.woolworths.media/content/wowproductimages/large/588302.jpg
9.33193E+12,Life-Space Probiotic Powder For Children 40g,Woolworths,22417,140218,NSW,3600,1800,40g,https://www.woolworths.com.au/shop/productdetails/140218/life-space-probiotic-powder-for-children,,,https://cdn0.woolworths.media/content/wowproductimages/large/310965.jpg
9.33013E+12,Nyal Decongestant Nasal Spray 15ml,Woolworths,22417,74708,NSW,735,1050,15mL,https://www.woolworths.com.au/shop/productdetails/74708/nyal-decongestant-nasal-spray,,,https://cdn0.woolworths.media/content/wowproductimages/large/310965.jpg
9.33013E+12,Nyal Tablets Cold And Flu 18 Day & 6 Night 24 pack,Woolworths,22417,305050,NSW,1050,1500,24 pack,https://www.woolworths.com.au/shop/productdetails/305050/nyal-tablets-cold-and-flu-18-day-6-night,,,https://cdn0.woolworths.media/content/wowproductimages/large/310965.jpg
9.31481E+12,Sambucol Soothing Throat Lozenges Black Elderberry 16 pack,Woolworths,22417,81263,NSW,800,640,16 pack,https://www.woolworths.com.au/shop/productdetails/81263/sambucol-soothing-throat-lozenges-black-elderberry,,,
9.30071E+12,Strepsils Extra Blackcurrant Sore Throat Fast Numbing Throat Lozenges 16 pack,Woolworths,22417,683112,NSW,950,850,16 pack,https://www.woolworths.com.au/shop/productdetails/683112/strepsils-extra-blackcurrant-sore-throat-fast-numbing-throat-lozenges,,,https://cdn0.woolworths.media/content/wowproductimages/large/310965.jpg
