barcode,name,shop,category_id,source_id,weight,source_url,image_url
9340156000518,"Rafferty's Garden Baby Food Pouch Apple, Pear & Cinnamon Porridge 6+ Months 120g",Woolworths,22023,498493,120g,https://www.woolworths.com.au/shop/productdetails/498493/rafferty-s-garden-baby-food-pouch-apple-pear-cinnamon-porridge-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/498493.jpg
9421901088804,Rafferty's Garden Beef & Hearty Vegetable Lasagne Mini Meal Baby Food Pouch 10+ Months | 170g,coles,22023,7730624,170g,https://www.coles.com.au/product/rafferty's-garden-beef-and-hearty-vegetable-lasagne-mini-meal-baby-food-pouch-10+-months-170g-7730624,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7730624.jpg&w=640&q=90
9421901088804,Rafferty's Garden Baby Food Pouch Beef & Veg Italian Lasagne 10+ Months 170g,Woolworths,22023,345376,170g,https://www.woolworths.com.au/shop/productdetails/345376/rafferty-s-garden-baby-food-pouch-beef-veg-italian-lasagne-10-months,https://cdn0.woolworths.media/content/wowproductimages/large/345376.jpg
9421901080136,Rafferty's Garden Beef Bolognese & Macaroni Mini Meal Baby Food Pouch 10+ Months | 170g,coles,22023,6026856,170g,https://www.coles.com.au/product/rafferty's-garden-beef-bolognese-and-macaroni-mini-meal-baby-food-pouch-10+-months-170g-6026856,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6026856.jpg&w=640&q=90
9421901080136,Rafferty's Garden Baby Food Pouch Beef Bolognese & Macaroni 10+ Months 170g,Woolworths,22023,291183,170g,https://www.woolworths.com.au/shop/productdetails/291183/rafferty-s-garden-baby-food-pouch-beef-bolognese-macaroni-10-months,https://cdn0.woolworths.media/content/wowproductimages/large/291183.jpg
9340156058908,Rafferty's Garden Beef Sweet Potato & Parsnip Protein Baby Food Pouch 6+ Months | 120g,coles,22023,3620227,120g,https://www.coles.com.au/product/rafferty's-garden-beef-sweet-potato-and-parsnip-protein-baby-food-pouch-6+-months-120g-3620227,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3620227.jpg&w=640&q=90
9340156058908,"Rafferty's Garden Baby Food Pouch Beef, Sweet Potato & Parsnip 6+ Months 120g",Woolworths,22023,63912,120g,https://www.woolworths.com.au/shop/productdetails/63912/rafferty-s-garden-baby-food-pouch-beef-sweet-potato-parsnip-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/063912.jpg
9340156058922,Rafferty's Garden Chicken Vegetables & Rice Baby Food Protein Pouch 6+ Months | 120g,coles,22023,3620249,120g,https://www.coles.com.au/product/rafferty's-garden-chicken-vegetables-and-rice-baby-food-protein-pouch-6+-months-120g-3620249,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3620249.jpg&w=640&q=90
9340156058922,Rafferty's Garden Baby Food Pouch Chicken Vegetables & Rice 6+ Months 120g,Woolworths,22023,63917,120g,https://www.woolworths.com.au/shop/productdetails/63917/rafferty-s-garden-baby-food-pouch-chicken-vegetables-rice-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/063917.jpg
9340156059028,Rafferty's Garden Chickpea Corn & Carrot Baby Food Pouch 8+ Months | 120g,coles,22023,3620191,120g,https://www.coles.com.au/product/rafferty's-garden-chickpea-corn-and-carrot-baby-food-pouch-8+-months-120g-3620191,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3620191.jpg&w=640&q=90
9340156059028,"Rafferty's Garden Baby Food Pouch Chickpea, Corn & Carrot Protein 8+ Months 120g",Woolworths,22023,63892,120g,https://www.woolworths.com.au/shop/productdetails/63892/rafferty-s-garden-baby-food-pouch-chickpea-corn-carrot-protein-8-months,https://cdn0.woolworths.media/content/wowproductimages/large/063892.jpg
9421901080303,Rafferty's Garden Chocolate Custard 6 Months | 120g,coles,22023,6957420,120g,https://www.coles.com.au/product/rafferty's-garden-chocolate-custard-6-months-120g-6957420,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6957420.jpg&w=640&q=90
9421901080303,Rafferty's Garden Baby Food Pouch Chocolate Custard 6+ Months 120g,Woolworths,22023,315435,120g,https://www.woolworths.com.au/shop/productdetails/315435/rafferty-s-garden-baby-food-pouch-chocolate-custard-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/315435.jpg
