barcode,name,shop,category_id,source_id,state,old_price,new_price,old_price_per_unit,new_price_per_unit,weight,source_url,image_url
9312997382108,Bonds 100 Crew Socks Size 6-12m & 1-2y Assorted Each,Woolworths,22015,603301,NSW,450,900,,,Each,https://www.woolworths.com.au/shop/productdetails/603301/bonds-100-crew-socks-size-6-12m-1-2y-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/603301.jpg
9312997382108,Bonds 100 Crew Socks Size 6-12m & 1-2y Assorted Each,Woolworths,22015,603301,NSW,450,900,,,Each,https://www.woolworths.com.au/shop/productdetails/603301/bonds-100-crew-socks-size-6-12m-1-2y-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/603301.jpg
9312997049667,Bonds Baby Bucket Hat One Size Assorted Each,Woolworths,22015,693928,NSW,700,1400,700,1400,Each,https://www.woolworths.com.au/shop/productdetails/693928/bonds-baby-bucket-hat-one-size-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/693928.jpg
9312997049667,Bonds Baby Bucket Hat One Size Assorted Each,Woolworths,22015,693928,NSW,700,1400,700,1400,Each,https://www.woolworths.com.au/shop/productdetails/693928/bonds-baby-bucket-hat-one-size-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/693928.jpg
9312997379689,Bonds Baby Classic Crawler Legging Girl Size 6-12m Assorted Each,Woolworths,22015,694395,NSW,600,1200,600,1200,Each,https://www.woolworths.com.au/shop/productdetails/694395/bonds-baby-classic-crawler-legging-girl-size-6-12m-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/694395.jpg
9312997379689,Bonds Baby Classic Crawler Legging Girl Size 6-12m Assorted Each,Woolworths,22015,694395,NSW,600,1200,600,1200,Each,https://www.woolworths.com.au/shop/productdetails/694395/bonds-baby-classic-crawler-legging-girl-size-6-12m-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/694395.jpg
9312997382085,Bonds Baby Socks Sport Active Size 6-12M & 1-2Y Assorted 3 Pack,Woolworths,22015,352943,NSW,550,1100,183,367,3 Pack,https://www.woolworths.com.au/shop/productdetails/352943/bonds-baby-socks-sport-active-size-6-12m-1-2y-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/352943.jpg
9312997382085,Bonds Baby Socks Sport Active Size 6-12M & 1-2Y Assorted 3 Pack,Woolworths,22015,352943,NSW,550,1100,183,367,3 Pack,https://www.woolworths.com.au/shop/productdetails/352943/bonds-baby-socks-sport-active-size-6-12m-1-2y-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/352943.jpg
9312997082985,Bonds Baby Socks Wonder Size 0-6m Assorted 3 Pack,Woolworths,22015,250469,NSW,450,900,150,300,3 Pack,https://www.woolworths.com.au/shop/productdetails/250469/bonds-baby-socks-wonder-size-0-6m-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/250469.jpg
9312997082985,Bonds Baby Socks Wonder Size 0-6m Assorted 3 Pack,Woolworths,22015,250469,NSW,450,900,150,300,3 Pack,https://www.woolworths.com.au/shop/productdetails/250469/bonds-baby-socks-wonder-size-0-6m-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/250469.jpg
9310259779659,Bonds Baby Sportlet Socks Size 6-12m & 1-2y Assorted 3 Pack,Woolworths,22015,859028,NSW,550,1100,183,367,3 Pack,https://www.woolworths.com.au/shop/productdetails/859028/bonds-baby-sportlet-socks-size-6-12m-1-2y-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/859028.jpg
9310259779659,Bonds Baby Sportlet Socks Size 6-12m & 1-2y Assorted 3 Pack,Woolworths,22015,859028,NSW,550,1100,183,367,3 Pack,https://www.woolworths.com.au/shop/productdetails/859028/bonds-baby-sportlet-socks-size-6-12m-1-2y-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/859028.jpg
9312997312167,Bonds Baby Stretchy Legging Girl Size 000 To 2 Assorted Each,Woolworths,22015,693929,NSW,700,1400,700,1400,Each,https://www.woolworths.com.au/shop/productdetails/693929/bonds-baby-stretchy-legging-girl-size-000-to-2-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/693929.jpg
9312997312167,Bonds Baby Stretchy Legging Girl Size 000 To 2 Assorted Each,Woolworths,22015,693929,NSW,700,1400,700,1400,Each,https://www.woolworths.com.au/shop/productdetails/693929/bonds-baby-stretchy-legging-girl-size-000-to-2-assorted,https://cdn0.woolworths.media/content/wowproductimages/large/693929.jpg
9354009760306,Bonds Baby Vest Size 000 To 2 3 Pack,Woolworths,22015,830740,NSW,800,1600,,,3 Pack,https://www.woolworths.com.au/shop/productdetails/830740/bonds-baby-vest-size-000-to-2,https://cdn0.woolworths.media/content/wowproductimages/large/830740.jpg
9354009760306,Bonds Baby Vest Size 000 To 2 3 Pack,Woolworths,22015,830740,NSW,800,1600,,,3 Pack,https://www.woolworths.com.au/shop/productdetails/830740/bonds-baby-vest-size-000-to-2,https://cdn0.woolworths.media/content/wowproductimages/large/830740.jpg
9360456173774,Bonds Cushioned Crew Sock For Babies 3 pack,Woolworths,22015,565216,NSW,600,1200,200,400,3 pack,https://www.woolworths.com.au/shop/productdetails/565216/bonds-cushioned-crew-sock-for-babies,https://cdn0.woolworths.media/content/wowproductimages/large/565216.jpg
9360456173774,Bonds Cushioned Crew Sock For Babies 3 pack,Woolworths,22015,565216,NSW,600,1200,200,400,3 pack,https://www.woolworths.com.au/shop/productdetails/565216/bonds-cushioned-crew-sock-for-babies,https://cdn0.woolworths.media/content/wowproductimages/large/565216.jpg
