Barcode,Name,Shop,Category_id,Source_id,State,Old_price,New_price,Old_per_unit,New_price_per_unit,Weight,Source_url,Image_url
9349649000660,Infacol Effective Colic Relief 50ml,Woolworths,23822,91412,NSW,1850,1950,3700,3900,50mL,https://www.woolworths.com.au/shop/productdetails/91412/infacol-effective-colic-relief,https://cdn0.woolworths.media/content/wowproductimages/large/091412.jpg
5201168215649,Dodoni Greek Feta Cheese 400g,Woolworths,22093,328103,NSW,1850,1950,4625,4875,400g,https://www.woolworths.com.au/shop/productdetails/328103/dodoni-greek-feta-cheese,https://cdn0.woolworths.media/content/wowproductimages/large/328103.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,NSW,600,600,12000,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,VIC,600,600,12000,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,QLD,600,600,12000,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,WA,600,600,12000,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,SA,600,600,12000,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,TAS,600,600,12000,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,ACT,600,600,12000,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
9310560009315,Holland House Caviar Black 50g,Woolworths,22111,164178,NT,,600,,12000,50g,https://www.woolworths.com.au/shop/productdetails/164178/holland-house-caviar-black,https://cdn0.woolworths.media/content/wowproductimages/large/164178.jpg
