barcode,name,shop,category_id,source_id,weight,source_url,image_url
9.31004E+12,Pauls Bluey Yoghurt Pouch Vanilla 70g,Woolworths,22161,862492,70g,https://www.woolworths.com.au/shop/productdetails/862492/pauls-bluey-yoghurt-pouch-vanilla-vanilla-yellow,https://cdn0.woolworths.media/content/wowproductimages/large/862492.jpg
9.31004E+12,Pauls Kids Yoghurt Pouch Banana | 70g,coles,22161,4348385,70g,https://www.coles.com.au/product/pauls-kids-yoghurt-pouch-banana-70g-4348385,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4348385.jpg&w=640&q=90
9.31004E+12,Pauls Kids Yoghurt Pouch Banana 70g,Woolworths,22161,862577,70g,https://www.woolworths.com.au/shop/productdetails/862577/pauls-kids-yoghurt-pouch-banana,https://cdn0.woolworths.media/content/wowproductimages/large/862577.jpg
9.31004E+12,Pauls Kids Yoghurt Limited Edition | 70g,coles,22161,4348374,70g,https://www.coles.com.au/product/pauls-kids-yoghurt-limited-edition-70g-4348374,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4348374.jpg&w=640&q=90
9.31004E+12,Pauls Kids Yoghurt Pouch Limited Edition Birthday Cake Flavour 70g,Woolworths,22161,84918,70g,https://www.woolworths.com.au/shop/productdetails/84918/pauls-kids-yoghurt-pouch-limited-edition-birthday-cake-flavour,https://cdn0.woolworths.media/content/wowproductimages/large/084918.jpg
9.31004E+12,Pauls Kids Yoghurt Pouch Strawberry | 70g,coles,22161,7657885,70g,https://www.coles.com.au/product/pauls-kids-yoghurt-pouch-strawberry-70g-7657885,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7657885.jpg&w=640&q=90
9.31004E+12,Pauls Kids Yoghurt Pouch Strawberry 70g,Woolworths,22161,862494,70g,https://www.woolworths.com.au/shop/productdetails/862494/pauls-kids-yoghurt-pouch-strawberry-princess,https://cdn0.woolworths.media/content/wowproductimages/large/862494.jpg
9.31004E+12,Tamar Valley Kids Greek Pouch Yoghurt | 110g,coles,22161,3539526,110g,https://www.coles.com.au/product/tamar-valley-kids-greek-pouch-yoghurt-110g-3539526,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3539526.jpg&w=640&q=90
9.31004E+12,Tamar Valley Dairy Kids Greek Yoghurt Pouch Banana 110g,Woolworths,22161,124806,110g,https://www.woolworths.com.au/shop/productdetails/124806/tamar-valley-dairy-kids-greek-yoghurt-pouch-banana,https://cdn0.woolworths.media/content/wowproductimages/large/124806.jpg
9.31004E+12,Tamar Valley Kids Greek Blueberry Yoghurt Pouch | 110g,coles,22161,3089157,110g,https://www.coles.com.au/product/tamar-valley-kids-greek-blueberry-yoghurt-pouch-110g-3089157,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3089157.jpg&w=640&q=90
9.31004E+12,Tamar Valley Dairy Kids Greek Yoghurt Pouch Blueberry 110g,Woolworths,22161,660435,110g,https://www.woolworths.com.au/shop/productdetails/660435/tamar-valley-dairy-kids-greek-yoghurt-pouch-blueberry,https://cdn0.woolworths.media/content/wowproductimages/large/660435.jpg
9.34258E+12,Tamar Valley Kids Greek Natural Raspberry Yoghurt Pouch | 110g,coles,22161,3245570,110g,https://www.coles.com.au/product/tamar-valley-kids-greek-natural-raspberry-yoghurt-pouch-110g-3245570,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3245570.jpg&w=640&q=90
9.34258E+12,Tamar Valley Dairy Kids Greek Yoghurt Pouch Raspberry 110g,Woolworths,22161,862414,110g,https://www.woolworths.com.au/shop/productdetails/862414/tamar-valley-dairy-kids-greek-yoghurt-pouch-raspberry,https://cdn0.woolworths.media/content/wowproductimages/large/862414.jpg
9.31004E+12,Tamar Valley Kids Greek Strawberry Yoghurt Pouch | 110g,coles,22161,2744359,110g,https://www.coles.com.au/product/tamar-valley-kids-greek-strawberry-yoghurt-pouch-110g-2744359,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2744359.jpg&w=640&q=90
9.31004E+12,Tamar Valley Dairy Kids Greek Yoghurt Pouch Strawberry 110g,Woolworths,22161,508827,110g,https://www.woolworths.com.au/shop/productdetails/508827/tamar-valley-dairy-kids-greek-yoghurt-pouch-strawberry,https://cdn0.woolworths.media/content/wowproductimages/large/508827.jpg
9.31004E+12,Tamar Valley Kids Natural Greek Tropical Yoghurt Pouch | 110g,coles,22161,2744360,110g,https://www.coles.com.au/product/tamar-valley-kids-natural-greek-tropical-yoghurt-pouch-110g-2744360,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2744360.jpg&w=640&q=90
9.31004E+12,Tamar Valley Dairy Kids Greek Yoghurt Pouch Tropical 110g,Woolworths,22161,509491,110g,https://www.woolworths.com.au/shop/productdetails/509491/tamar-valley-dairy-kids-greek-yoghurt-pouch-tropical,https://cdn0.woolworths.media/content/wowproductimages/large/509491.jpg
9.31004E+12,Tamar Valley Kids Greek Vanilla Yoghurt Pouch | 110g,coles,22161,2744348,110g,https://www.coles.com.au/product/tamar-valley-kids-greek-vanilla-yoghurt-pouch-110g-2744348,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2744348.jpg&w=640&q=90
9.31004E+12,Tamar Valley Dairy Kids Greek Yoghurt Pouch Vanilla 110g,Woolworths,22161,508826,110g,https://www.woolworths.com.au/shop/productdetails/508826/tamar-valley-dairy-kids-greek-yoghurt-pouch-vanilla,https://cdn0.woolworths.media/content/wowproductimages/large/508826.jpg
9.31004E+12,Vaalia Probiotics Banana Kids Yoghurt Pouch | 140g,coles,22161,8704346,140g,https://www.coles.com.au/product/vaalia-probiotics-banana-kids-yoghurt-pouch-140g-8704346,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8704346.jpg&w=640&q=90
9.31004E+12,Vaalia Kids Probiotic Yoghurt Pouch Banana 140g,Woolworths,22161,374976,140g,https://www.woolworths.com.au/shop/productdetails/374976/vaalia-kids-probiotic-yoghurt-pouch-banana,https://cdn0.woolworths.media/content/wowproductimages/large/374976.jpg
9.31004E+12,Vaalia Kids Pouch Yoghurt Blueberry | 140g,coles,22161,3537881,140g,https://www.coles.com.au/product/vaalia-kids-pouch-yoghurt-blueberry-140g-3537881,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3537881.jpg&w=640&q=90
9.31004E+12,Vaalia Kids Probiotic Yoghurt Pouch Blueberry 140g,Woolworths,22161,123956,140g,https://www.woolworths.com.au/shop/productdetails/123956/vaalia-kids-probiotic-yoghurt-pouch-blueberry,https://cdn0.woolworths.media/content/wowproductimages/large/123956.jpg
9.31004E+12,Vaalia Kids Lactose Free Strawberry Yoghurt | 140g,coles,22161,1495259,140g,https://www.coles.com.au/product/vaalia-kids-lactose-free-strawberry-yoghurt-140g-1495259,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1495259.jpg&w=640&q=90
9.31004E+12,Vaalia Kids Probiotic Yoghurt Pouch Lactose Free Strawberry 140g,Woolworths,22161,751890,140g,https://www.woolworths.com.au/shop/productdetails/751890/vaalia-kids-probiotic-yoghurt-pouch-lactose-free-strawberry,https://cdn0.woolworths.media/content/wowproductimages/large/751890.jpg
9.31004E+12,Vaalia Kids Lactose Free Vanilla Yoghurt Pouch | 140g,coles,22161,1199245,140g,https://www.coles.com.au/product/vaalia-kids-lactose-free-vanilla-yoghurt-pouch-140g-1199245,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F1%2F1199245.jpg&w=640&q=90
9.31004E+12,Vaalia Kids Probiotic Yoghurt Pouch Lactose Free Vanilla 140g,Woolworths,22161,751971,140g,https://www.woolworths.com.au/shop/productdetails/751971/vaalia-kids-probiotic-yoghurt-pouch-lactose-free-vanilla,https://cdn0.woolworths.media/content/wowproductimages/large/751971.jpg
9.31004E+12,Vaalia Kids Tropical Yoghurt Pouch | 140g,coles,22161,7246870,140g,https://www.coles.com.au/product/vaalia-kids-tropical-yoghurt-pouch-140g-7246870,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7246870.jpg&w=640&q=90
9.31004E+12,Vaalia Kids Probiotic Yoghurt Pouch Tropical 140g,Woolworths,22161,360392,140g,https://www.woolworths.com.au/shop/productdetails/360392/vaalia-kids-probiotic-yoghurt-pouch-tropical,https://cdn0.woolworths.media/content/wowproductimages/large/360392.jpg
9.31004E+12,Vaalia Kids Vanilla Yoghurt Pouch | 140g,coles,22161,7246869,140g,https://www.coles.com.au/product/vaalia-kids-vanilla-yoghurt-pouch-140g-7246869,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7246869.jpg&w=640&q=90
9.31004E+12,Vaalia Kids Probiotic Yoghurt Pouch Vanilla 140g,Woolworths,22161,331445,140g,https://www.woolworths.com.au/shop/productdetails/331445/vaalia-kids-probiotic-yoghurt-pouch-vanilla,https://cdn0.woolworths.media/content/wowproductimages/large/331445.jpg
9.3102E+12,Yoplait Petit Miam Squeezie Fruit Salad Yoghurt Pouch | 70g,coles,22161,6569217,70g,https://www.coles.com.au/product/yoplait-petit-miam-squeezie-fruit-salad-yoghurt-pouch-70g-6569217,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6569217.jpg&w=640&q=90
9.3102E+12,Yoplait Petit Miam Fruit Salad 70g,Woolworths,22161,312179,70G,https://www.woolworths.com.au/shop/productdetails/312179/yoplait-petit-miam-fruit-salad,https://cdn0.woolworths.media/content/wowproductimages/large/312179.jpg
9.3102E+12,Yoplait Petit Miam Squeezie Banana Yoghurt Pouch | 70g,coles,22161,6569240,70g,https://www.coles.com.au/product/yoplait-petit-miam-squeezie-banana-yoghurt-pouch-70g-6569240,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6569240.jpg&w=640&q=90
9.3102E+12,Yoplait Petit Miam Kids Yoghurt Pouch Banana 70g,Woolworths,22161,312195,70G,https://www.woolworths.com.au/shop/productdetails/312195/yoplait-petit-miam-kids-yoghurt-pouch-banana,https://cdn0.woolworths.media/content/wowproductimages/large/312195.jpg
9.30066E+12,Yoplait Petit Miam Blueberry Yoghurt Squeezie Pouch | 70g,coles,22161,8126057,70g,https://www.coles.com.au/product/yoplait-petit-miam-blueberry-yoghurt-squeezie-pouch-70g-8126057,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8126057.jpg&w=640&q=90
9.30066E+12,Yoplait Petit Miam Kids Yoghurt Pouch Blueberry 70g,Woolworths,22161,374587,70G,https://www.woolworths.com.au/shop/productdetails/374587/yoplait-petit-miam-kids-yoghurt-pouch-blueberry,https://cdn0.woolworths.media/content/wowproductimages/large/374587.jpg
9.30066E+12,Yoplait Petit Miam Squeezie Strawberry Yoghurt Pouch | 70g,coles,22161,6569239,70g,https://www.coles.com.au/product/yoplait-petit-miam-squeezie-strawberry-yoghurt-pouch-70g-6569239,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6569239.jpg&w=640&q=90
9.30066E+12,Yoplait Petit Miam Kids Yoghurt Pouch Strawberry 70g,Woolworths,22161,312191,70G,https://www.woolworths.com.au/shop/productdetails/312191/yoplait-petit-miam-kids-yoghurt-pouch-strawberry,https://cdn0.woolworths.media/content/wowproductimages/large/312191.jpg
9.30066E+12,Yoplait Petit Miam Vanilla Yoghurt Pouch | 70g,coles,22161,2744734,70g,https://www.coles.com.au/product/yoplait-petit-miam-vanilla-yoghurt-pouch-70g-2744734,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F2%2F2744734.jpg&w=640&q=90
9.30066E+12,Yoplait Petit Miam Kids Yogurt Pouch Vanilla No Sugar Added 70g,Woolworths,22161,6002679,70g,https://www.woolworths.com.au/shop/productdetails/6002679/yoplait-petit-miam-kids-yogurt-pouch-vanilla-no-sugar-added,https://cdn0.woolworths.media/content/wowproductimages/large/6002679.jpg
9.30066E+12,Yoplait Petit Miam Mango Yoghurt Pouch | 70g,coles,22161,3536368,70g,https://www.coles.com.au/product/yoplait-petit-miam-mango-yoghurt-pouch-70g-3536368,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3536368.jpg&w=640&q=90
9.30066E+12,Yoplait Petit Miam Mango Pouch 70g,Woolworths,22161,805964,70g,https://www.woolworths.com.au/shop/productdetails/805964/yoplait-petit-miam-mango-pouch,https://cdn0.woolworths.media/content/wowproductimages/large/805964.jpg
9.31004E+12,Vaalia French Vanilla Low Fat Yoghurt | 900g,coles,22161,7181195,900g,https://www.coles.com.au/product/vaalia-french-vanilla-low-fat-yoghurt-900g-7181195,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7181195.jpg&w=640&q=90
9.31004E+12,Vaalia Probiotic Yoghurt French Vanilla 900g,Woolworths,22161,13834,900g,https://www.woolworths.com.au/shop/productdetails/13834/vaalia-probiotic-yoghurt-french-vanilla,https://cdn0.woolworths.media/content/wowproductimages/large/013834.jpg
9.31018E+12,Tibaldi Ham Off The Bone | 120g,coles,24029,3575927,120g,https://www.coles.com.au/product/tibaldi-ham-off-the-bone-120g-3575927,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3575927.jpg&w=640&q=90
9.31018E+12,Tibaldi Signature Ham Off The Bone 120g,Woolworths,24029,27566,120G,https://www.woolworths.com.au/shop/productdetails/27566/tibaldi-signature-ham-off-the-bone,https://cdn0.woolworths.media/content/wowproductimages/large/027566.jpg
9.3156E+12,Sunkist Zero Sugar Orange Soda Syrup Sugar Free Cordial | 300mL,coles,22178,4807347,300ml,https://www.coles.com.au/product/sunkist-zero-sugar-orange-soda-syrup-sugar-free-cordial-300ml-4807347,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4807347.jpg&w=640&q=90
9.3156E+12,Sunkist Zero Sugar Orange Soda Syrup Sugar Free Cordial 300ml,Woolworths,22178,159946,300mL,https://www.woolworths.com.au/shop/productdetails/159946/sunkist-zero-sugar-orange-soda-syrup-sugar-free-cordial,https://cdn0.woolworths.media/content/wowproductimages/large/159946.jpg
9.30063E+12,Coles Lime Cordial | 750mL,coles,22178,5264407,750ml,https://www.coles.com.au/product/coles-lime-cordial-750ml-5264407,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5264407.jpg&w=640&q=90
9.30063E+12,Woolworths Lime Cordial 750ml,Woolworths,22178,323210,750mL,https://www.woolworths.com.au/shop/productdetails/323210/woolworths-lime-cordial,https://cdn0.woolworths.media/content/wowproductimages/large/323210.jpg
9.3156E+12,Sunkist Orange Soft Drink Cans Multipack 375mL x 30 Pack | 30 pack,coles,22219,7837399,30pack,https://www.coles.com.au/product/sunkist-orange-soft-drink-cans-multipack-375ml-x-30-pack-30-pack-7837399,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F7%2F7837399.jpg&w=640&q=90
9.3156E+12,Sunkist Orange Soft Drink Cans Multipack 375ml x 30 Pack,Woolworths,22219,830734,375mL x 30 Pack,https://www.woolworths.com.au/shop/productdetails/830734/sunkist-orange-soft-drink-cans-multipack,https://cdn0.woolworths.media/content/wowproductimages/large/830734.jpg
9.32413E+12,Arkadia Spice Chai Tea Sachets 20 pack | 400g,coles,22228,3452610,400g,https://www.coles.com.au/product/arkadia-spice-chai-tea-sachets-20-pack-400g-3452610,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3452610.jpg&w=640&q=90
9.32413E+12,Arkadia Chai Tea Spice Sachets 20 Pack,Woolworths,22228,577085,20 Pack,https://www.woolworths.com.au/shop/productdetails/577085/arkadia-chai-tea-spice-sachets,https://cdn0.woolworths.media/content/wowproductimages/large/577085.jpg
70177102920,Twinings Russian Caravan Tea Bags | 10 pack,coles,23944,8116053,10pack,https://www.coles.com.au/product/twinings-russian-caravan-tea-bags-10-pack-8116053,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8116053.jpg&w=640&q=90
70177102920,Twinings Russian Caravan Tea Bags 10 Pack,Woolworths,23944,10109,10 Pack,https://www.woolworths.com.au/shop/productdetails/10109/twinings-russian-caravan-tea-bags-tea-bags,https://cdn0.woolworths.media/content/wowproductimages/large/010109.jpg
70177244293,Twinings Pure Green Tea Bags 50 pack | 100g,coles,23946,5823291,100g,https://www.coles.com.au/product/twinings-pure-green-tea-bags-50-pack-100g-5823291,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5823291.jpg&w=640&q=90
70177244293,Twinings Pure Green Tea Bags 50 Pack,Woolworths,23946,262437,50 Pack,https://www.woolworths.com.au/shop/productdetails/262437/twinings-pure-green-tea-bags-bags,https://cdn0.woolworths.media/content/wowproductimages/large/262437.jpg
9.35014E+12,The Juice Lab Wellness Multidose Shot Immunity | 350mL,coles,22231,5624659,350ml,https://www.coles.com.au/product/the-juice-lab-wellness-multidose-shot-immunity-350ml-5624659,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F5%2F5624659.jpg&w=640&q=90
9.35014E+12,The Juice Lab Well Immune Multidose Orange Turmeric Ginger 350ml,Woolworths,22231,247557,350ml,https://www.woolworths.com.au/shop/productdetails/247557/the-juice-lab-well-immune-multidose-orange-turmeric-ginger,https://cdn0.woolworths.media/content/wowproductimages/large/247557.jpg
93562881,The Juice Lab Wellness Shot Immunity | 60mL,coles,22231,3960746,60ml,https://www.coles.com.au/product/the-juice-lab-wellness-shot-immunity-60ml-3960746,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3960746.jpg&w=640&q=90
93562881,The Juice Lab Wellness Shot Calm 60ml,Woolworths,22231,227257,60ml,https://www.woolworths.com.au/shop/productdetails/227257/the-juice-lab-wellness-shot-calm,https://cdn0.woolworths.media/content/wowproductimages/large/227257.jpg
9.33969E+12,Coles Sports Spring Water | 1L,coles,22233,3871475,1l,https://www.coles.com.au/product/coles-sports-spring-water-1l-3871475,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3871475.jpg&w=640&q=90
9.33969E+12,Woolworths Spring Water Sipper 1l,Woolworths,22233,130769,1L,https://www.woolworths.com.au/shop/productdetails/130769/woolworths-spring-water-sipper,https://cdn0.woolworths.media/content/wowproductimages/large/130769.jpg
